Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is longer, and thus has more [MASK], thread die holder or Flint in the Form of a Bird
",length,flexible,flexibility,diameter,convenient,common
"Which is longer, and thus has more [MASK], thread die holder or Fly Casting Analyzer
",length,flexible,flexibility,efficient,diameter,convenient
"Which is longer, and thus has more [MASK], thread die holder or Fly fishing tackle
",length,flexible,flexibility,grip,lightweight,hooks
"Which is longer, and thus has more [MASK], thread die holder or Four-die forging device
",length,flexible,convenient,flexibility,expensive,efficient
"Which is longer, and thus has more [MASK], thread die holder or Fresa com Eixo
",length,flexibility,flexible,diameter,threads,winding
"Which is longer, and thus has more [MASK], thread die holder or Fur skin hammer
",length,flexible,flexibility,resistant,diameter,robust
"Which is longer, and thus has more [MASK], thread die holder or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
",length,diameter,flexible,convenient,flexibility,winding
"Which is longer, and thus has more [MASK], thread die holder or Grampo de Barra de Aço Ou Sargento
",length,diameter,flexibility,flexible,winding,holes
"Which is longer, and thus has more [MASK], thread die holder or Grampo de Barra Ou Sargento
",length,diameter,flexibility,flexible,winding,holes
"Which is longer, and thus has more [MASK], thread die holder or Hacksaw with Blade
",length,flexible,flexibility,diameter,convenient,common
"Which is longer, and thus has more [MASK], thread die holder or Hand Saw with Blade
",length,flexible,flexibility,diameter,convenient,efficient
"Which is longer, and thus has more [MASK], thread die holder or hot glue gun
",length,flexible,flexibility,friction,lightweight,reliable
"Which is longer, and thus has more [MASK], thread die holder or Illumination Software Creator
",length,flexibility,flexible,efficient,reliable,convenient
"Which is longer, and thus has more [MASK], thread die holder or Independent Forest Monitoring
",length,flexibility,flexible,reliable,efficient,convenient
"Which is longer, and thus has more [MASK], thread die holder or Inside and Outside Calipers
",length,flexible,flexibility,diameter,winding,holes
"Which is longer, and thus has more [MASK], thread die holder or key to amend wire
",length,flexible,flexibility,expensive,convenient,winding
"Which is longer, and thus has more [MASK], thread die holder or Kit with Chopsticks and Knife- Souvenir Trade
",length,flexible,expensive,lightweight,convenient,plastic
"Which is longer, and thus has more [MASK], thread die holder or Knife for Chopstick and Knife Kit -Souvenir Trade
",length,flexible,flexibility,convenient,expensive,lightweight
"Which is longer, and thus has more [MASK], thread die holder or Knife for Kit with Chopsticks and Knife- Souvenir Trade
",length,flexible,convenient,expensive,lightweight,flexibility
"Which is longer, and thus has more [MASK], thread die holder or Knipex pliers wrenches
",length,flexible,diameter,flexibility,complicated,convenient
"Which is longer, and thus has more [MASK], thread die holder or Laser line level
",length,flexible,flexibility,diameter,winding,power
"Which is longer, and thus has more [MASK], thread die holder or Logistics Support System
",length,flexible,flexibility,reliable,diameter,convenient
"Which is longer, and thus has more [MASK], thread die holder or L-shaped metal tool
",length,flexible,compact,diameter,curved,convenient
"Which is longer, and thus has more [MASK], thread die holder or match making equipment
",length,flexible,flexibility,reliable,convenient,expensive
"Which is longer, and thus has more [MASK], thread die holder or matrix screen printing
",length,flexible,flexibility,expensive,efficient,compact
"Which is longer, and thus has more [MASK], thread die holder or Mesa de Torno
",length,flexibility,flexible,diameter,convenient,torque
"Which is longer, and thus has more [MASK], thread die holder or Mesohabitat Simulation Model
",length,flexibility,flexible,efficient,complex,complicated
"Which is longer, and thus has more [MASK], thread die holder or Metal tool with eye hole
",length,flexible,diameter,convenient,flexibility,compact
"Which is longer, and thus has more [MASK], thread die holder or Noah's Ark: Ten Mezzotints by Avati
",length,elaborate,flexible,flexibility,ornate,complicated
"Which is longer, and thus has more [MASK], thread die holder or open source hardware
",length,flexibility,expensive,flexible,lightweight,reliable
"Which is longer, and thus has more [MASK], thread die holder or Paint Box of Vizier Amenemope
",length,flexible,diameter,flexibility,convenient,complicated
"Which is longer, and thus has more [MASK], thread die holder or Pair of Chopsticks
",length,diameter,flexible,flexibility,convenient,narrow
"Which is longer, and thus has more [MASK], thread die holder or Palette in the Form of a Fish
",length,flexible,flexibility,convenient,diameter,common
"Which is longer, and thus has more [MASK], thread die holder or Palette in the Form of a Turtle
",length,flexible,flexibility,convenient,diameter,common
"Which is longer, and thus has more [MASK], thread die holder or pan to extend hat
",length,flexible,flexibility,diameter,holes,narrow
"Which is longer, and thus has more [MASK], thread die holder or Peça Cilíndrica Rosqueada
",length,flexible,diameter,flexibility,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or Personal Composite Instrument
",length,flexible,diameter,flexibility,convenient,reliable
"Which is longer, and thus has more [MASK], thread die holder or Pin for Hat
",length,flexibility,flexible,convenient,diameter,holes
"Which is longer, and thus has more [MASK], thread die holder or plug and feather
",length,diameter,flexible,flexibility,pins,holes
"Which is longer, and thus has more [MASK], thread die holder or Pointed Bone Tool
",length,flexible,flexibility,diameter,convenient,compact
"Which is longer, and thus has more [MASK], thread die holder or Press cake breakers
",length,flexible,flexibility,diameter,holes,convenient
"Which is longer, and thus has more [MASK], thread die holder or push button applicator
",length,flexible,flexibility,grip,convenient,diameter
"Which is longer, and thus has more [MASK], thread die holder or Rock Abrasion Tool
",length,flexible,flexibility,diameter,efficient,convenient
"Which is longer, and thus has more [MASK], thread die holder or Roda de Polir
",length,flexibility,diameter,flexible,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or roll smoke trouble
",length,flexible,diameter,flexibility,reliable,friction
"Which is longer, and thus has more [MASK], thread die holder or Rolo de Correia
",length,diameter,flexibility,flexible,winding,holes
"Which is longer, and thus has more [MASK], thread die holder or rotary printing press
",length,flexible,convenient,flexibility,efficient,compact
"Which is longer, and thus has more [MASK], thread die holder or Search and Rescue Transponder
",length,flexible,flexibility,pins,diameter,thread
"Which is longer, and thus has more [MASK], thread die holder or Serra de Arco
",length,flexible,flexibility,diameter,convenient,winding
"Which is longer, and thus has more [MASK], thread die holder or Set of Calligraphers' Tools
",length,flexible,flexibility,diameter,convenient,complicated
"Which is longer, and thus has more [MASK], thread die holder or Set of Engraver's Tools
",length,flexible,diameter,expensive,convenient,common
"Which is longer, and thus has more [MASK], thread die holder or Small bag of tool ends of iron
",length,flexible,convenient,diameter,flexibility,lightweight
"Which is longer, and thus has more [MASK], thread die holder or Soquete de Pedreiro
",length,diameter,flexibility,flexible,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or stainless steel soap
",length,flexible,lightweight,flexibility,expensive,diameter
"Which is longer, and thus has more [MASK], thread die holder or Straw Splitting Tool
",length,flexible,flexibility,convenient,diameter,efficient
"Which is longer, and thus has more [MASK], thread die holder or Talus or Die
",length,flexibility,flexible,diameter,holes,threads
"Which is longer, and thus has more [MASK], thread die holder or Tap and die
",length,flexibility,flexible,holes,threads,pins
"Which is longer, and thus has more [MASK], thread die holder or Taper insertion pin
",length,flexible,flexibility,diameter,convenient,compact
"Which is longer, and thus has more [MASK], thread die holder or test pliers hull
",length,flexible,flexibility,diameter,reliable,lightweight
"Which is longer, and thus has more [MASK], thread die holder or textile arts tool
",length,flexibility,flexible,expensive,precision,efficient
"Which is longer, and thus has more [MASK], thread die holder or The Wine Aroma Wheel
",length,flexible,flexibility,efficient,diameter,convenient
"Which is longer, and thus has more [MASK], thread die holder or Thumb Rest of a Spear Thrower
",length,flexible,flexibility,diameter,convenient,grip
"Which is longer, and thus has more [MASK], thread die holder or tick removal tool
",length,flexibility,flexible,efficient,convenient,reliable
"Which is longer, and thus has more [MASK], thread die holder or Tool Used to Illustrate Woodcutting
",length,flexible,flexibility,convenient,diameter,efficient
"Which is longer, and thus has more [MASK], thread die holder or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,flexible,flexibility,convenient,diameter,expensive
"Which is longer, and thus has more [MASK], thread die holder or Tools Used to Illustrate Woodcutting
",length,flexible,flexibility,convenient,diameter,efficient
"Which is longer, and thus has more [MASK], thread die holder or Torno de Precisão
",length,flexible,flexibility,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or triple-square screw drive
",length,flexible,diameter,torque,compact,flexibility
"Which is longer, and thus has more [MASK], thread die holder or United Nations Guiding Principles on Business and Human Rights
",length,flexible,flexibility,efficient,convenient,expensive
"Which is longer, and thus has more [MASK], thread die holder or Weight in the Form of a Bull or Cow
",length,flexible,diameter,flexibility,convenient,common
"Which is longer, and thus has more [MASK], thread die holder or Weight in the Form of a Hippopotamus Head
",length,flexible,flexibility,diameter,robust,specialized
"Which is longer, and thus has more [MASK], thread die holder or Weight in the Form of a Lion
",length,flexible,flexibility,diameter,convenient,common
"Which is longer, and thus has more [MASK], thread die holder or Wire rope hoist
",length,flexible,flexibility,diameter,convenient,lightweight
"Which is longer, and thus has more [MASK], thread die holder or Wooden Writing Tool
",length,flexible,flexibility,diameter,convenient,winding
"Which is longer, and thus has more [MASK], Thumb Rest of a Spear Thrower or 90-45-45 set square
",length,complicated,flexibility,square,efficient,rounded
