,Masked Sentence,Prediction
13178,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Pair of Chopsticks
","detailed, flexible, complicated, efficient, complex"
13179,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Palette in the Form of a Fish
","flexible, detailed, complicated, flexibility, efficient"
13180,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Palette in the Form of a Turtle
","flexible, detailed, complicated, efficient, flexibility"
13181,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or pan to extend hat
","flexible, flexibility, efficient, detailed, complicated"
13182,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Peça Cilíndrica Rosqueada
","flexible, detailed, diverse, complicated, recent"
13183,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Personal Composite Instrument
","flexible, detailed, complicated, efficient, recent"
13184,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Pin for Hat
","flexible, detailed, flexibility, efficient, complicated"
13185,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or plug and feather
","flexible, efficient, detailed, complicated, flexibility"
13186,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Pointed Bone Tool
","flexible, detailed, efficient, complicated, recent"
13187,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Press cake breakers
","flexible, efficient, detailed, complicated, flexibility"
13188,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or push button applicator
","flexible, detailed, efficient, complicated, flexibility"
13189,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Rock Abrasion Tool
","flexible, detailed, efficient, complicated, flexibility"
13190,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Roda de Polir
","flexible, detailed, recent, comprehensive, diverse"
13191,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or roll smoke trouble
","efficient, flexible, detailed, complicated, effective"
13192,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Rolo de Correia
","detailed, flexible, recent, accessible, inclusive"
13193,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or rotary printing press
","flexible, detailed, efficient, compact, recent"
13194,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Search and Rescue Transponder
","flexible, detailed, efficient, accessible, complicated"
13195,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Serra de Arco
","flexible, detailed, recent, diverse, accessible"
13196,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Set of Calligraphers' Tools
","detailed, flexible, complicated, complex, extensive"
13197,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Set of Engraver's Tools
","detailed, complicated, flexible, extensive, elaborate"
13198,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Small bag of tool ends of iron
","detailed, flexible, complicated, efficient, practical"
13199,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Soquete de Pedreiro
","detailed, flexible, recent, accessible, diverse"
13200,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or stainless steel soap
","flexible, efficient, detailed, complicated, recent"
13201,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Straw Splitting Tool
","flexible, detailed, complicated, efficient, recent"
13202,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Talus or Die
","flexible, detailed, complicated, efficient, flexibility"
13203,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Tap and die
","flexible, detailed, efficient, complicated, flexibility"
13204,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Taper insertion pin
","flexible, efficient, complicated, detailed, flexibility"
13205,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or test pliers hull
","flexible, efficient, complicated, detailed, flexibility"
13206,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or textile arts tool
","flexible, detailed, recent, accessible, diverse"
13207,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or The Wine Aroma Wheel
","flexible, detailed, efficient, complicated, complex"
13208,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or thread die holder
","flexible, efficient, complicated, flexibility, detailed"
13209,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Thumb Rest of a Spear Thrower
","detailed, complicated, elaborate, flexible, complex"
13210,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or tick removal tool
","efficient, detailed, flexible, complicated, specialized"
13211,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Tool Used to Illustrate Woodcutting
","detailed, flexible, efficient, complicated, recent"
13212,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Tool Used to Illustrate Woodcutting:  Registration Frame
","detailed, flexible, complicated, extensive, recent"
13213,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Tools Used to Illustrate Woodcutting
","detailed, flexible, efficient, complicated, recent"
13214,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Torno de Precisão
","flexible, detailed, recent, complicated, comprehensive"
13215,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or triple-square screw drive
","efficient, flexible, compact, complicated, robust"
13216,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Weight in the Form of a Bull or Cow
","detailed, flexible, complicated, recent, efficient"
13217,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Weight in the Form of a Hippopotamus Head
","detailed, flexible, complicated, complex, specialized"
13218,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Weight in the Form of a Lion
","flexible, detailed, complicated, flexibility, recent"
13219,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Wire rope hoist
","flexible, efficient, complicated, detailed, flexibility"
13220,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Wooden Writing Tool
","flexible, detailed, efficient, complicated, recent"
13221,"Which is longer, and thus has more [MASK], Weight in the Form of a Bull or Cow or 90-45-45 set square
","flexibility, symmetry, space, freedom, dimension"
13222,"Which is longer, and thus has more [MASK], Weight in the Form of a Bull or Cow or Apollo Lunar Surface Drill
","flexibility, pronounced, depth, difficulty, width"
13223,"Which is longer, and thus has more [MASK], Weight in the Form of a Bull or Cow or Arco de Pua com Catraca
","difficulty, depth, width, flexibility, branches"
13224,"Which is longer, and thus has more [MASK], Weight in the Form of a Bull or Cow or Arco de Serra
","difficulty, flexibility, depth, width, space"
